년,월,국적지역,체류외국인수
2023,02,바레인,19
2023,02,바베이도스,10
2023,02,바하마,5
2023,02,방글라데시,22225
2023,02,베냉,25
2023,02,베네수엘라,222
2023,02,베트남,232412
2023,02,벨기에,625
2023,02,벨로루시,411
2023,02,벨리즈,6
2023,02,보스니아-헤르체고비나,10
2023,02,보츠와나,23
2023,02,볼리비아,92
2023,02,부룬디,239
2023,02,부르키나파소,52
2023,02,부탄,41
2023,02,북마케도니아,15
2023,02,불가리아,167
2023,02,브라질,2057
2023,02,브루나이,165
2023,02,사모아,5
2023,02,사우디아라비아,1004
2023,02,산마리노,2
2023,02,상투메프린시페,2
2023,02,세네갈,340
2023,02,세르비아,83
2023,02,세르비아몬테네그로,1
2023,02,세이셸,3
2023,02,세인트루시아,5
2023,02,세인트빈센트그레나딘,1
2023,02,세인트크리스토퍼네비스,20
2023,02,소말리아,32
2023,02,솔로몬군도,9
2023,02,수단,349
2023,02,수리남,5
2023,02,스리랑카,25600
2023,02,스발바르,1
2023,02,스웨덴,847
2023,02,스위스,627
2023,02,스페인,1672
2023,02,슬로바크,95
2023,02,슬로베니아,64
2023,02,시리아,1693
2023,02,시에라리온,99
2023,02,싱가포르,1671
2023,02,아랍에미리트연합,648
2023,02,아르메니아,74
2023,02,아르헨티나,522
2023,02,아이슬란드,11
2023,02,아이티,199
2023,02,아일랜드,726
2023,02,아제르바이잔,351
2023,02,아프가니스탄,905
2023,02,안도라,3
2023,02,알바니아,44
2023,02,알제리,501
2023,02,앙골라,155
2023,02,앤티카바부다,3
2023,02,에리트레아,14
2023,02,에스와티니,20
2023,02,에스토니아,58
2023,02,에콰도르,316
2023,02,에티오피아,1201
2023,02,엘살바도르,77
2023,02,영국,7107
2023,02,영국속령지시민,3
2023,02,영국외지민,93
2023,02,영국외지시민,1
2023,02,예멘공화국,1155
2023,02,오만,65
2023,02,오스트레일리아,9425
2023,02,오스트리아,440
2023,02,온두라스,74
2023,02,요르단,606
2023,02,우간다,602
2023,02,우루과이,56
2023,02,우즈베키스탄,79904
2023,02,우크라이나,5199
2023,02,유고슬라비아,1
2023,02,이라크,569
2023,02,이란,2005
2023,02,이스라엘,266
2023,02,이집트,2849
2023,02,이탈리아,1510
2023,02,인도,13774
2023,02,인도네시아,46854
2023,02,일본,31500
2023,02,자메이카,54
2023,02,자이르,7
2023,02,잠비아,112
2023,02,적도기니,11
2023,02,조지아,115
2023,02,중국,245471
2023,02,중앙아프리카공화국,15
2023,02,지부티,4
2023,02,짐바브웨,132
2023,02,차드,11
2023,02,체코,303
2023,02,칠레,351
2023,02,카메룬,871
2023,02,카보베르데,1
2023,02,카자흐스탄,42203
2023,02,카타르,65
2023,02,캄보디아,49386
2023,02,캐나다,25760
2023,02,케냐,544
2023,02,코모로,3
2023,02,코소보,7
2023,02,코스타리카,115
2023,02,코트디부아르,225
2023,02,콜롬비아,689
2023,02,콩고,37
2023,02,콩고민주공화국,301
2023,02,쿠바,40
2023,02,쿠웨이트,66
2023,02,크로아티아,121
2023,02,키르기즈,8794
2023,02,키프로스,28
2023,02,태국,198309
2023,02,타이완,19331
2023,02,타지키스탄,2043
2023,02,탄자니아,486
2023,02,토고,44
2023,02,통가,5
2023,02,투르크메니스탄,629
2023,02,튀니지,468
2023,02,튀르키예,3747
2023,02,트리니다드토바고,28
2023,02,티모르민주공화국,3531
2023,02,파나마,96
2023,02,파라과이,220
2023,02,파키스탄,14501
2023,02,파푸아뉴기니,14
2023,02,팔라우,10
2023,02,팔레스타인,92
2023,02,페루,907
2023,02,포르투갈,241
2023,02,폴란드,727
2023,02,프랑스,7199
2023,02,피지,86
2023,02,핀란드,401
2023,02,필리핀,53942
2023,02,한국계중국인,598932
2023,02,헝가리,278
2023,02,홍콩,2891
2023,02,홍콩거주난민,15
2023,03,가나,1513
2023,03,가봉,100
2023,03,가이아나,14
2023,03,감비아,139
2023,03,과테말라,146
2023,03,교황청,2
2023,03,국제연합,75
2023,03,그레나다,4
2023,03,그리스,398
2023,03,기니,263
2023,03,기니비사우,18
2023,03,나미비아,8
2023,03,나우루,5
2023,03,나이지리아,2923
2023,03,남수단공화국,30
2023,03,남아프리카공화국,3972
2023,03,네덜란드,1769
2023,03,네팔,50533
2023,03,노르웨이,855
2023,03,뉴질랜드,4635
2023,03,니제르,10
2023,03,니카라과,55
2023,03,덴마크,981
2023,03,도미니카공화국,133
2023,03,도미니카연방,21
2023,03,독일,8162
2023,03,라오스,3382
2023,03,라이베리아,535
2023,03,라트비아,147
2023,03,러시아(연방),61017
2023,03,레바논,55
2023,03,레소토,7
2023,03,루마니아,544
2023,03,룩셈부르크,73
2023,03,르완다,429
2023,03,리비아,835
2023,03,리투아니아,264
2023,03,리히텐슈타인,3
2023,03,마다가스카르,37
2023,03,마샬군도,24
2023,03,마카오,307
2023,03,말라위,57
2023,03,말레이시아,10000
2023,03,말리,263
2023,03,멕시코,1623
2023,03,모나코,1
2023,03,모로코,1763
2023,03,모리셔스,31
2023,03,모리타니,15
2023,03,모잠비크,56
2023,03,몬테네그로,15
2023,03,몰도바,67
2023,03,몰디브,5
2023,03,몰타,38
2023,03,몽골,55607
2023,03,무국적,168
2023,03,미국,168486
2023,03,미등록국가,49
2023,03,미얀마,34080
2023,03,미이크로네시아,12
2023,03,바누아투,23
2023,03,바레인,22
2023,03,바베이도스,10
2023,03,바하마,8
2023,03,방글라데시,23228
2023,03,베냉,24
2023,03,베네수엘라,246
2023,03,베트남,247391
2023,03,벨기에,899
2023,03,벨라루스,422
2023,03,벨리즈,7
2023,03,보스니아-헤르체고비나,13
2023,03,보츠와나,24
2023,03,볼리비아,102
2023,03,부룬디,276
2023,03,부르키나파소,54
2023,03,부탄,46
2023,03,북마케도니아,23
2023,03,불가리아,243
2023,03,브라질,2409
2023,03,브루나이,204
2023,03,사모아,6
2023,03,사우디아라비아,939
2023,03,산마리노,2
2023,03,상투메프린시페,2
2023,03,세네갈,344
2023,03,세르비아,115
2023,03,세르비아몬테네그로,1
2023,03,세이셸,3
2023,03,세인트루시아,6
2023,03,세인트빈센트그레나딘,2
2023,03,세인트크리스토퍼네비스,30
2023,03,소말리아,31
2023,03,솔로몬군도,12
2023,03,수단,361
2023,03,수리남,5
2023,03,스리랑카,26554
2023,03,스발바르,1
2023,03,스웨덴,1237
2023,03,스위스,1117
2023,03,스페인,2223
2023,03,슬로바크,180
2023,03,슬로베니아,89
2023,03,시리아,1733
2023,03,시에라리온,100
2023,03,싱가포르,10297
2023,03,아랍에미리트연합,706
2023,03,아르메니아,81
2023,03,아르헨티나,652
2023,03,아이슬란드,20
2023,03,아이티,203
2023,03,아일랜드,925
2023,03,아제르바이잔,362
2023,03,아프가니스탄,904
2023,03,안도라,1
2023,03,알바니아,51
2023,03,알제리,487
2023,03,앙골라,168
2023,03,앤티카바부다,6
2023,03,에리트레아,16
2023,03,에스와티니,16
2023,03,에스토니아,131
2023,03,에콰도르,361
2023,03,에티오피아,1265
2023,03,엘살바도르,78
2023,03,영국,9946
2023,03,영국외지민,200
2023,03,영국외지시민,2
2023,03,영국해외영토시민,1
2023,03,예멘공화국,1166
2023,03,오만,68
2023,03,오스트레일리아,13549
2023,03,오스트리아,691
2023,03,온두라스,88
2023,03,요르단,607
2023,03,우간다,614
2023,03,우루과이,72
2023,03,우즈베키스탄,81567
2023,03,우크라이나,5333
2023,03,유고슬라비아,1
2023,03,이라크,617
2023,03,이란,2081
2023,03,이스라엘,729
2023,03,이집트,2897
2023,03,이탈리아,2135
2023,03,인도,15250
2023,03,인도네시아,50287
2023,03,일본,46417
2023,03,자메이카,55
2023,03,자이르,7
2023,03,잠비아,120
2023,03,적도기니,12
2023,03,조지아,131
2023,03,중국,262405
2023,03,중앙아프리카공화국,15
2023,03,지부티,4
2023,03,짐바브웨,134
2023,03,차드,11
2023,03,체코,422
2023,03,칠레,468
2023,03,카메룬,874
2023,03,카보베르데,2
2023,03,카자흐스탄,43219
2023,03,카타르,63
2023,03,캄보디아,50482
2023,03,캐나다,29094
2023,03,케냐,582
2023,03,코모로,8
2023,03,코소보,7
2023,03,코스타리카,137
2023,03,코트디부아르,230
2023,03,콜롬비아,810
2023,03,콩고,35
2023,03,콩고민주공화국,303
2023,03,쿠바,40
2023,03,쿠웨이트,71
2023,03,크로아티아,156
2023,03,키르기즈,9113
2023,03,키리바시,4
2023,03,키프로스,44
2023,03,타이완,35956
2023,03,타지키스탄,2280
2023,03,탄자니아,494
2023,03,태국,208288
2023,03,토고,44
2023,03,통가,5
2023,03,투르크메니스탄,707
2023,03,투발루,6
2023,03,튀니지,528
2023,03,튀르키예,3994
2023,03,트리니다드토바고,28
2023,03,티모르민주공화국,3620
2023,03,파나마,111
2023,03,파라과이,231
2023,03,파키스탄,14941
2023,03,파푸아뉴기니,18
2023,03,팔라우,9
2023,03,팔레스타인,89
2023,03,페루,951
2023,03,포르투갈,379
2023,03,폴란드,1084
2023,03,프랑스,9365
2023,03,피지,104
2023,03,핀란드,589
2023,03,필리핀,59449
2023,03,한국계중국인,605529
2023,03,헝가리,409
2023,03,홍콩,8740
2023,03,홍콩거주난민,16
2023,04,가나,1498
2023,04,가봉,97
2023,04,가이아나,14
2023,04,감비아,136
2023,04,과테말라,140
2023,04,교황청,2
2023,04,국제연합,71
2023,04,그레나다,4
2023,04,그리스,322
2023,04,기니,264
2023,04,기니비사우,17
2023,04,나미비아,4
2023,04,나우루,5
2023,04,나이지리아,2901
2023,04,남수단공화국,30
2023,04,남아프리카공화국,4083
2023,04,네덜란드,2556
2023,04,네팔,51484
2023,04,노르웨이,580
2023,04,뉴질랜드,4720
2023,04,니제르,9
2023,04,니카라과,58
2023,04,덴마크,643
2023,04,도미니카공화국,119
2023,04,도미니카연방,22
2023,04,독일,7168
2023,04,라오스,3806
2023,04,라이베리아,537
2023,04,라트비아,139
2023,04,러시아(연방),62456
2023,04,레바논,54
2023,04,레소토,7
2023,04,루마니아,487
2023,04,룩셈부르크,66
2023,04,르완다,414
2023,04,리비아,887
2023,04,리투아니아,218
2023,04,리히텐슈타인,3
2023,04,마다가스카르,34
2023,04,마샬군도,26
2023,04,마카오,267
2023,04,말라위,86
2023,04,말레이시아,10683
2023,04,말리,265
2023,04,멕시코,1517
2023,04,모로코,1794
2023,04,모리셔스,35
2023,04,모리타니,17
2023,04,모잠비크,53
2023,04,몬테네그로,15
2023,04,몰도바,68
2023,04,몰디브,11
2023,04,몰타,28
2023,04,몽골,55329
2023,04,무국적,168
2023,04,미국,169653
2023,04,미등록국가,45
2023,04,미얀마,34101
2023,04,미이크로네시아,16
2023,04,바누아투,33
2023,04,바레인,44
2023,04,바베이도스,9
2023,04,바하마,10
2023,04,방글라데시,23610
2023,04,베냉,23
2023,04,베네수엘라,240
2023,04,베트남,256750
2023,04,벨기에,999
2023,04,벨라루스,421
2023,04,벨리즈,7
2023,04,보스니아-헤르체고비나,17
2023,04,보츠와나,28
2023,04,볼리비아,96
2023,04,부룬디,279
2023,04,부르키나파소,52
2023,04,부탄,47
2023,04,북마케도니아,26
2023,04,불가리아,281
2023,04,브라질,2466
2023,04,브루나이,226
2023,04,사모아,12
2023,04,사우디아라비아,1281
2023,04,산마리노,2
2023,04,상투메프린시페,2
2023,04,세네갈,338
2023,04,세르비아,131
2023,04,세르비아몬테네그로,1
2023,04,세이셸,3
2023,04,세인트루시아,6
2023,04,세인트빈센트그레나딘,3
2023,04,세인트크리스토퍼네비스,31
2023,04,소말리아,32
2023,04,솔로몬군도,14
2023,04,수단,347
2023,04,수리남,6
2023,04,스리랑카,26780
2023,04,스발바르,1
2023,04,스웨덴,1094
2023,04,스위스,1258
2023,04,스페인,1960
2023,04,슬로바크,143
2023,04,슬로베니아,90
2023,04,시리아,1725
2023,04,시에라리온,109
2023,04,싱가포르,7325
2023,04,아랍에미리트연합,770
2023,04,아르메니아,85
2023,04,아르헨티나,624
2023,04,아이슬란드,26
2023,04,아이티,205
2023,04,아일랜드,870
2023,04,아제르바이잔,356
2023,04,아프가니스탄,902
2023,04,안도라,7
2023,04,알바니아,58
2023,04,알제리,502
2023,04,앙골라,155
2023,04,앤티카바부다,6
2023,04,에리트레아,14
2023,04,에스와티니,15
2023,04,에스토니아,99
2023,04,에콰도르,365
2023,04,에티오피아,1262
2023,04,엘살바도르,86
2023,04,영국,9261
2023,04,영국외지민,148
2023,04,영국외지시민,1
2023,04,영국해외영토시민,1
2023,04,예멘공화국,1170
2023,04,오만,81
2023,04,오스트레일리아,13044
2023,04,오스트리아,627
2023,04,온두라스,87
2023,04,요르단,587
2023,04,우간다,603
2023,04,우루과이,68
2023,04,우즈베키스탄,81972
2023,04,우크라이나,5314
2023,04,유고슬라비아,1
2023,04,이라크,595
2023,04,이란,2031
2023,04,이스라엘,663
2023,04,이집트,2871
2023,04,이탈리아,2146
2023,04,인도,15015
2023,04,인도네시아,50751
2023,04,일본,44902
2023,04,자메이카,59
2023,04,자이르,7
2023,04,잠비아,123
2023,04,적도기니,12
2023,04,조지아,160
2023,04,중국,277523
2023,04,중앙아프리카공화국,16
2023,04,지부티,4
2023,04,짐바브웨,131
2023,04,차드,11
2023,04,체코,423
2023,04,칠레,498
2023,04,카메룬,844
2023,04,카보베르데,1
2023,04,카자흐스탄,43284
2023,04,카타르,97
2023,04,캄보디아,50546
2023,04,캐나다,30196
2023,04,케냐,584
2023,04,코모로,5
2023,04,코소보,10
2023,04,코스타리카,131
2023,04,코트디부아르,236
2023,04,콜롬비아,802
2023,04,콩고,35
2023,04,콩고민주공화국,307
2023,04,쿠바,42
2023,04,쿠웨이트,121
2023,04,크로아티아,146
2023,04,키르기즈,9203
2023,04,키리바시,3
2023,04,키프로스,39
2023,04,태국,207169
2023,04,타이완,27395
2023,04,타지키스탄,2398
2023,04,탄자니아,469
2023,04,토고,46
2023,04,통가,13
2023,04,투르크메니스탄,703
2023,04,투발루,5
2023,04,튀니지,563
2023,04,튀르키예,4043
2023,04,트리니다드토바고,39
2023,04,티모르민주공화국,3594
2023,04,파나마,113
2023,04,파라과이,227
2023,04,파키스탄,15071
2023,04,파푸아뉴기니,18
2023,04,팔라우,12
2023,04,팔레스타인,92
2023,04,페루,959
2023,04,포르투갈,373
2023,04,폴란드,1570
2023,04,프랑스,11731
2023,04,피지,94
2023,04,핀란드,525
2023,04,필리핀,59662
2023,04,한국계중국인,608882
2023,04,헝가리,415
2023,04,홍콩,5351
2023,04,홍콩거주난민,16
2023,05,가나,1527
2023,05,가봉,109
2023,05,가이아나,16
2023,05,감비아,137
2023,05,과테말라,147
2023,05,교황청,2
2023,05,국적불명,45
2023,05,국제연합,84
2023,05,그레나다,1
2023,05,그리스,329
2023,05,기니,262
2023,05,기니비사우,15
2023,05,나미비아,5
2023,05,나우루,14
2023,05,나이지리아,2915
2023,05,남수단공화국,31
2023,05,남아프리카공화국,4122
2023,05,네덜란드,2019
2023,05,네팔,53687
2023,05,노르웨이,628
2023,05,뉴질랜드,4678
2023,05,니제르,10
2023,05,니카라과,57
2023,05,덴마크,677
2023,05,도미니카공화국,137
2023,05,도미니카연방,21
2023,05,독일,7822
2023,05,라오스,4424
2023,05,라이베리아,531
2023,05,라트비아,129
2023,05,러시아(연방),63309
2023,05,레바논,72
2023,05,레소토,7
2023,05,루마니아,566
2023,05,룩셈부르크,70
2023,05,르완다,416
2023,05,리비아,972
2023,05,리투아니아,216
2023,05,리히텐슈타인,4
2023,05,마다가스카르,35
2023,05,마샬군도,32
2023,05,마카오,346
2023,05,말라위,63
2023,05,말레이시아,11127
2023,05,말리,266
2023,05,멕시코,1601
2023,05,모로코,1828
2023,05,모리셔스,36
2023,05,모리타니,16
2023,05,모잠비크,65
2023,05,몬테네그로,19
2023,05,몰도바,66
2023,05,몰디브,9
2023,05,몰타,23
2023,05,몽골,54952
2023,05,무국적,172
2023,05,미국,175311
2023,05,미얀마,35049
2023,05,미이크로네시아,16
2023,05,바누아투,26
2023,05,바레인,30
2023,05,바베이도스,13
2023,05,바하마,14
2023,05,방글라데시,24374
2023,05,베냉,22
2023,05,베네수엘라,249
2023,05,베트남,256933
2023,05,벨기에,879
2023,05,벨라루스,404
2023,05,벨리즈,5
2023,05,보스니아-헤르체고비나,21
2023,05,보츠와나,27
2023,05,볼리비아,100
2023,05,부룬디,277
2023,05,부르키나파소,56
2023,05,부탄,59
2023,05,북마케도니아,17
2023,05,불가리아,219
2023,05,브라질,2495
2023,05,브루나이,227
2023,05,사모아,16
2023,05,사우디아라비아,1165
2023,05,산마리노,4
2023,05,상투메프린시페,3
2023,05,세네갈,361
2023,05,세르비아,111
2023,05,세르비아몬테네그로,1
2023,05,세이셸,3
2023,05,세인트루시아,7
2023,05,세인트빈센트그레나딘,2
2023,05,세인트크리스토퍼네비스,34
2023,05,소말리아,33
2023,05,솔로몬군도,15
2023,05,수단,345
2023,05,수리남,5
2023,05,스리랑카,27305
2023,05,스발바르,1
2023,05,스웨덴,1117
2023,05,스위스,1048
2023,05,스페인,2111
2023,05,슬로바크,134
2023,05,슬로베니아,86
2023,05,시리아,1776
2023,05,시에라리온,104
2023,05,싱가포르,9832
2023,05,아랍에미리트연합,787
2023,05,아르메니아,84
2023,05,아르헨티나,598
2023,05,아이슬란드,59
2023,05,아이티,202
2023,05,아일랜드,917
2023,05,아제르바이잔,364
2023,05,아프가니스탄,909
2023,05,안도라,1
2023,05,알바니아,73
2023,05,알제리,534
2023,05,앙골라,176
2023,05,앤티카바부다,2
2023,05,에리트레아,16
2023,05,에스와티니,17
2023,05,에스토니아,105
2023,05,에콰도르,367
2023,05,에티오피아,1270
2023,05,엘살바도르,82
2023,05,영국,9056
2023,05,영국외지민,148
2023,05,영국외지시민,1
2023,05,영국해외영토시민,1
2023,05,예멘공화국,1173
2023,05,오만,83
2023,05,오스트레일리아,12762
2023,05,오스트리아,619
2023,05,온두라스,89
2023,05,요르단,629
2023,05,우간다,628
2023,05,우루과이,69
2023,05,우즈베키스탄,82728
2023,05,우크라이나,5356
2023,05,유고슬라비아,1
2023,05,이라크,612
2023,05,이란,2061
2023,05,이스라엘,692
2023,05,이집트,2909
2023,05,이탈리아,2050
2023,05,인도,15922
2023,05,인도네시아,51808
2023,05,일본,41334
2023,05,자메이카,60
2023,05,자이르,7
2023,05,잠비아,124
2023,05,적도기니,13
2023,05,조지아,153
2023,05,중국,273371
2023,05,중앙아프리카공화국,15
2023,05,지부티,5
2023,05,짐바브웨,138
2023,05,차드,12
2023,05,체코,384
2023,05,칠레,471
2023,05,카메룬,856
2023,05,카보베르데,1
2023,05,카자흐스탄,43687
2023,05,카타르,106
2023,05,캄보디아,51628
2023,05,캐나다,29214
2023,05,케냐,619
2023,05,코모로,7
2023,05,코소보,11
2023,05,코스타리카,141
2023,05,코트디부아르,293
2023,05,콜롬비아,814
2023,05,콩고,35
2023,05,콩고민주공화국,307
2023,05,쿠바,53
2023,05,쿠웨이트,116
2023,05,크로아티아,163
2023,05,키르기즈,9389
2023,05,키리바시,10
2023,05,키프로스,49
2023,05,태국,203614
2023,05,타이완,27455
2023,05,타지키스탄,2403
2023,05,탄자니아,466
2023,05,토고,47
2023,05,통가,20
2023,05,투르크메니스탄,758
2023,05,투발루,6
2023,05,튀니지,574
2023,05,튀르키예,4201
2023,05,트리니다드토바고,38
2023,05,티모르민주공화국,3681
2023,05,파나마,101
2023,05,파라과이,251
2023,05,파키스탄,15272
2023,05,파푸아뉴기니,45
2023,05,팔라우,23
2023,05,팔레스타인,97
2023,05,페루,1008
2023,05,포르투갈,358
2023,05,폴란드,1228
2023,05,프랑스,9756
2023,05,피지,126
2023,05,핀란드,563
2023,05,필리핀,60957
2023,05,한국계중국인,612079
2023,05,헝가리,345
2023,05,홍콩,6549
2023,05,홍콩거주난민,16
2023,06,가나,1520
2023,06,가봉,101
2023,06,가이아나,14
2023,06,감비아,135
2023,06,과테말라,151
2023,06,교황청,1
2023,06,국적불명,44
2023,06,국제연합,55
2023,06,국제연합 전문기구,9
2023,06,그레나다,8
2023,06,그리스,343
2023,06,기니,261
2023,06,기니비사우,15
2023,06,나미비아,9
2023,06,나우루,5
2023,06,나이지리아,2905
2023,06,남수단공화국,32
2023,06,남아프리카공화국,4256
2023,06,네덜란드,1530
2023,06,네팔,56151
2023,06,노르웨이,879
2023,06,뉴질랜드,4685
2023,06,니제르,9
2023,06,니카라과,55
2023,06,덴마크,694
2023,06,도미니카공화국,133
2023,06,도미니카연방,32
2023,06,독일,6408
2023,06,라오스,4588
2023,06,라이베리아,530
2023,06,라트비아,113
2023,06,러시아(연방),65106
2023,06,레바논,67
2023,06,레소토,8
2023,06,루마니아,450
2023,06,룩셈부르크,50
2023,06,르완다,438
2023,06,리비아,907
2023,06,리투아니아,208
2023,06,리히텐슈타인,2
2023,06,마다가스카르,43
2023,06,마샬군도,26
2023,06,마카오,572
2023,06,말라위,57
2023,06,말레이시아,9506
2023,06,말리,268
2023,06,멕시코,1560
2023,06,모로코,1778
2023,06,모리셔스,43
2023,06,모리타니,14
2023,06,모잠비크,74
2023,06,몬테네그로,12
2023,06,몰도바,60
2023,06,몰디브,8
2023,06,몰타,21
2023,06,몽골,57322
2023,06,무국적,171
2023,06,미국,183999
2023,06,미얀마,36219
2023,06,미이크로네시아,14
2023,06,바누아투,28
2023,06,바레인,24
2023,06,바베이도스,9
2023,06,바하마,5
2023,06,방글라데시,24627
2023,06,베냉,23
2023,06,베네수엘라,259
2023,06,베트남,263289
2023,06,벨기에,820
2023,06,벨라루스,427
2023,06,벨리즈,6
2023,06,보스니아-헤르체고비나,14
2023,06,보츠와나,29
2023,06,볼리비아,104
2023,06,부룬디,278
2023,06,부르키나파소,57
2023,06,부탄,58
2023,06,북마케도니아,17
2023,06,불가리아,221
2023,06,브라질,2430
2023,06,브루나이,152
2023,06,사모아,7
2023,06,사우디아라비아,1543
2023,06,산마리노,2
2023,06,상투메프린시페,3
2023,06,세네갈,342
2023,06,세르비아,128
2023,06,세르비아몬테네그로,1
2023,06,세이셸,4
2023,06,세인트루시아,9
2023,06,세인트빈센트그레나딘,1
2023,06,세인트크리스토퍼네비스,42
2023,06,소말리아,32
2023,06,솔로몬군도,11
2023,06,수단,342
2023,06,수리남,5
2023,06,스리랑카,27656
2023,06,스발바르,1
2023,06,스웨덴,1464
2023,06,스위스,936
2023,06,스페인,1988
2023,06,슬로바크,149
2023,06,슬로베니아,120
2023,06,시리아,1763
2023,06,시에라리온,103
2023,06,싱가포르,6755
2023,06,아랍에미리트연합,925
2023,06,아르메니아,87
2023,06,아르헨티나,580
2023,06,아이슬란드,45
2023,06,아이티,197
2023,06,아일랜드,888
2023,06,아제르바이잔,377
2023,06,아프가니스탄,914
2023,06,안도라,1
2023,06,알바니아,66
2023,06,알제리,494
2023,06,앙골라,154
2023,06,앤티카바부다,2
2023,06,에리트레아,14
2023,06,에스와티니,14
2023,06,에스토니아,82
2023,06,에콰도르,357
2023,06,에티오피아,1288
2023,06,엘살바도르,85
2023,06,영국,8907
2023,06,영국외지민,168
2023,06,영국외지시민,1
2023,06,영국해외영토시민,1
2023,06,예멘공화국,1176
2023,06,오만,62
2023,06,오스트레일리아,12985
2023,06,오스트리아,556
2023,06,온두라스,88
2023,06,요르단,650
2023,06,우간다,625
2023,06,우루과이,69
2023,06,우즈베키스탄,83778
2023,06,우크라이나,5314
2023,06,유고슬라비아,1
2023,06,이라크,639
2023,06,이란,2042
2023,06,이스라엘,476
2023,06,이집트,2910
2023,06,이탈리아,1964
2023,06,인도,15641
2023,06,인도네시아,53730
2023,06,일본,47617
2023,06,자메이카,56
2023,06,자이르,7
2023,06,잠비아,128
2023,06,적도기니,12
2023,06,조지아,143
2023,06,중국,281445
2023,06,중앙아프리카공화국,18
2023,06,지부티,4
2023,06,짐바브웨,141
2023,06,차드,11
2023,06,체코,424
2023,06,칠레,453
2023,06,카메룬,849
2023,06,카보베르데,1
2023,06,카자흐스탄,44115
2023,06,카타르,114
2023,06,캄보디아,52566
2023,06,캐나다,28864
2023,06,케냐,616
2023,06,코모로,6
2023,06,코소보,9
2023,06,코스타리카,157
2023,06,코트디부아르,304
2023,06,콜롬비아,840
2023,06,콩고,36
2023,06,콩고민주공화국,326
2023,06,쿠바,42
2023,06,쿠웨이트,163
2023,06,크로아티아,145
2023,06,키르기즈,9575
2023,06,키리바시,4
2023,06,키프로스,43
2023,06,태국,202904
2023,06,타이완,33776
2023,06,타지키스탄,2408
2023,06,탄자니아,470
2023,06,토고,46
2023,06,통가,20
2023,06,투르크메니스탄,801
2023,06,투발루,2
2023,06,튀니지,600
2023,06,튀르키예,4410
2023,06,트리니다드토바고,35
2023,06,티모르민주공화국,3748
2023,06,파나마,103
2023,06,파라과이,251
2023,06,파키스탄,15441
2023,06,파푸아뉴기니,20
2023,06,팔라우,15
2023,06,팔레스타인,94
2023,06,페루,972
2023,06,포르투갈,386
2023,06,폴란드,1133
2023,06,프랑스,8688
2023,06,피지,105
2023,06,핀란드,507
2023,06,필리핀,62229
2023,06,한국계중국인,614917
2023,06,헝가리,354
2023,06,홍콩,8281
2023,06,홍콩거주난민,16
2023,07,가나,1533
2023,07,가봉,98
2023,07,가이아나,23
2023,07,감비아,143
2023,07,과테말라,163
2023,07,교황청,1
2023,07,국적불명,51
2023,07,국제연합,66
2023,07,국제연합 전문기구,7
2023,07,그레나다,9
2023,07,그리스,337
2023,07,기니,269
2023,07,기니비사우,16
2023,07,나미비아,34
2023,07,나우루,5
2023,07,나이지리아,2927
2023,07,남수단공화국,36
2023,07,남아프리카공화국,4323
2023,07,네덜란드,4181
2023,07,네팔,58270
2023,07,노르웨이,1233
2023,07,뉴질랜드,4398
2023,07,니제르,11
2023,07,니카라과,64
2023,07,덴마크,1089
2023,07,도미니카공화국,118
2023,07,도미니카연방,28
2023,07,독일,8688
2023,07,라오스,4684
2023,07,라이베리아,541
2023,07,라트비아,120
2023,07,러시아(연방),66294
2023,07,레바논,76
2023,07,레소토,17
2023,07,루마니아,555
2023,07,룩셈부르크,115
2023,07,르완다,442
2023,07,리비아,974
2023,07,리투아니아,192
2023,07,리히텐슈타인,72
2023,07,마다가스카르,57
2023,07,마샬군도,26
2023,07,마카오,830
2023,07,말라위,64
2023,07,말레이시아,8376
2023,07,말리,267
2023,07,멕시코,2155
2023,07,모나코,3
2023,07,모로코,1822
2023,07,모리셔스,72
2023,07,모리타니,14
2023,07,모잠비크,63
2023,07,몬테네그로,30
2023,07,몰도바,73
2023,07,몰디브,233
2023,07,몰타,103
2023,07,몽골,55956
2023,07,무국적,177
2023,07,미국,172664
2023,07,미얀마,37288
2023,07,미이크로네시아,14
2023,07,바누아투,29
2023,07,바레인,41
2023,07,바베이도스,8
2023,07,바하마,5
2023,07,방글라데시,25439
2023,07,베냉,33
2023,07,베네수엘라,279
2023,07,베트남,264870
2023,07,벨기에,2110
2023,07,벨라루스,416
2023,07,벨리즈,22
2023,07,보스니아-헤르체고비나,12
2023,07,보츠와나,23
2023,07,볼리비아,156
2023,07,부룬디,298
2023,07,부르키나파소,63
2023,07,부탄,52
2023,07,북마케도니아,60
2023,07,불가리아,214
2023,07,브라질,3367
2023,07,브루나이,194
2023,07,사모아,6
2023,07,사우디아라비아,1528
2023,07,산마리노,15
2023,07,상투메프린시페,11
2023,07,세네갈,349
2023,07,세르비아,127
2023,07,세르비아몬테네그로,1
2023,07,세이셸,4
2023,07,세인트루시아,7
2023,07,세인트빈센트그레나딘,14
2023,07,세인트크리스토퍼네비스,29
2023,07,소말리아,36
2023,07,솔로몬군도,12
2023,07,수단,341
2023,07,수리남,8
2023,07,스리랑카,27867
2023,07,스발바르,1
2023,07,스웨덴,3123
2023,07,스위스,2591
2023,07,스페인,2567
2023,07,슬로바크,238
2023,07,슬로베니아,410
2023,07,시리아,1791
2023,07,시에라리온,105
